date,type,price,log_price
2017/8/10,GDEA,12.6,2.533696814
2017/8/11,GDEA,12.12,2.494856981
2017/8/14,GDEA,12.22,2.503073954
2017/8/15,GDEA,12.36,2.514465452
2017/8/16,GDEA,12.28,2.507971923
2017/8/21,GDEA,12.28,2.507971923
2017/8/22,GDEA,12.5,2.525728644
2017/8/23,GDEA,12.98,2.563409711
2017/8/24,GDEA,13,2.564949357
2017/8/25,GDEA,13,2.564949357
2017/8/28,GDEA,13.18,2.578700529
2017/8/30,GDEA,13,2.564949357
2017/8/31,GDEA,12.81,2.550226116
2017/9/1,GDEA,12.8,2.549445171
2017/9/4,GDEA,12.7,2.541601993
2017/9/5,GDEA,13,2.564949357
2017/9/6,GDEA,12.89,2.556451817
2017/9/7,GDEA,13.5,2.602689685
2017/9/8,GDEA,12.86,2.554121719
2017/9/11,GDEA,13.5,2.602689685
2017/9/12,GDEA,13.5,2.602689685
2017/9/13,GDEA,13.49,2.60194867
2017/9/14,GDEA,13.57,2.607861474
2017/9/15,GDEA,13.65,2.613739522
2017/9/18,GDEA,13.7,2.617395833
2017/9/19,GDEA,13.7,2.617395833
2017/9/20,GDEA,13.11,2.573375298
2017/9/21,GDEA,14.42,2.668616132
2017/9/22,GDEA,15.47,2.738902665
2017/9/25,GDEA,13.92,2.633326655
2017/9/26,GDEA,13.85,2.628285233
2017/9/27,GDEA,13.78,2.623218266
2017/9/28,GDEA,13.7,2.617395833
2017/9/29,GDEA,13.5,2.602689685
2017/10/9,GDEA,13.5,2.602689685
2017/10/10,GDEA,13.78,2.623218266
2017/10/11,GDEA,13.89,2.631169157
2017/10/13,GDEA,14.1,2.646174797
2017/10/16,GDEA,14,2.63905733
2017/10/17,GDEA,14.92,2.702702595
2017/10/18,GDEA,15.04,2.710713319
2017/10/19,GDEA,14.92,2.702702595
2017/10/20,GDEA,13.7,2.617395833
2017/10/23,GDEA,13.5,2.602689685
2017/10/24,GDEA,14.3,2.660259537
2017/10/25,GDEA,13.1,2.57261223
2017/10/26,GDEA,14.4,2.667228207
2017/10/27,GDEA,13.48,2.601207105
2017/10/30,GDEA,13.33,2.590017134
2017/10/31,GDEA,13.44,2.598235335
2017/11/1,GDEA,13.4,2.595254707
2017/11/2,GDEA,13.6,2.610069793
2017/11/6,GDEA,13.55,2.606386547
2017/11/9,GDEA,13.49,2.60194867
2017/11/10,GDEA,13.43,2.597491011
2017/11/13,GDEA,13.45,2.598979106
2017/11/14,GDEA,14,2.63905733
2017/11/15,GDEA,14.03,2.641197894
2017/11/16,GDEA,13.56,2.607124283
2017/11/17,GDEA,13.5,2.602689685
2017/11/22,GDEA,13.25,2.583997552
2017/11/23,GDEA,13.6,2.610069793
2017/11/24,GDEA,14.49,2.673458756
2017/11/27,GDEA,13.32,2.589266665
2017/11/28,GDEA,14.23,2.655352412
2017/12/4,GDEA,13.5,2.602689685
2017/12/5,GDEA,14.2,2.653241965
2017/12/6,GDEA,13.1,2.57261223
2017/12/7,GDEA,13.15,2.576421759
2017/12/8,GDEA,13.73,2.61958322
2017/12/11,GDEA,13.35,2.591516385
2017/12/12,GDEA,14.69,2.68716699
2017/12/13,GDEA,13.33,2.590017134
2017/12/14,GDEA,13.96,2.636196097
2017/12/15,GDEA,13.7,2.617395833
2017/12/18,GDEA,13.34,2.59076704
2017/12/19,GDEA,13.31,2.588515632
2017/12/20,GDEA,13.08,2.571084346
2017/12/21,GDEA,13.02,2.566486637
2017/12/22,GDEA,13.2,2.58021683
2017/12/26,GDEA,14.17,2.651127054
2017/12/27,GDEA,12.8,2.549445171
2017/12/28,GDEA,12.9,2.557227311
2017/12/29,GDEA,12.91,2.558002205
2018/1/3,GDEA,12.93,2.559550193
2018/1/9,GDEA,14,2.63905733
2018/1/10,GDEA,12.62,2.535282857
2018/1/11,GDEA,12.99,2.564179831
2018/1/12,GDEA,13.9,2.63188884
2018/1/17,GDEA,12.8,2.549445171
2018/1/25,GDEA,12.7,2.541601993
2018/1/26,GDEA,12.9,2.557227311
2018/1/29,GDEA,13,2.564949357
2018/1/30,GDEA,12.7,2.541601993
2018/1/31,GDEA,12.7,2.541601993
2018/2/1,GDEA,12.7,2.541601993
2018/2/2,GDEA,12.95,2.561095788
2018/2/5,GDEA,13.67,2.615203651
2018/2/6,GDEA,14.29,2.659559992
2018/2/7,GDEA,12.87,2.554899022
2018/2/8,GDEA,13.2,2.58021683
2018/2/9,GDEA,12.81,2.550226116
2018/2/26,GDEA,13,2.564949357
2018/2/27,GDEA,12.85,2.553343811
2018/2/28,GDEA,13.39,2.59450816
2018/3/1,GDEA,12.52,2.527327366
2018/3/2,GDEA,13.03,2.567254391
2018/3/5,GDEA,13.12,2.574137784
2018/3/6,GDEA,13.03,2.567254391
2018/3/9,GDEA,13.1,2.57261223
2018/3/12,GDEA,14.41,2.66792241
2018/3/13,GDEA,13.11,2.573375298
2018/3/14,GDEA,13.44,2.598235335
2018/3/15,GDEA,13.4,2.595254707
2018/3/16,GDEA,13.99,2.638342789
2018/3/21,GDEA,13.3,2.587764035
2018/3/22,GDEA,13.21,2.580974119
2018/3/23,GDEA,12.86,2.554121719
2018/3/26,GDEA,13.28,2.586259144
2018/3/27,GDEA,14.6,2.681021529
2018/3/28,GDEA,15.12,2.716018371
2018/3/29,GDEA,16.1,2.778819272
2018/3/30,GDEA,14.49,2.673458756
2018/4/2,GDEA,13.2,2.58021683
2018/4/3,GDEA,13.53,2.604909442
2018/4/9,GDEA,14.31,2.660958594
2018/4/10,GDEA,13.2,2.58021683
2018/4/11,GDEA,13.74,2.620311287
2018/4/12,GDEA,13.8,2.624668592
2018/4/13,GDEA,14.1,2.646174797
2018/4/16,GDEA,13.78,2.623218266
2018/4/17,GDEA,13.75,2.621038824
2018/4/18,GDEA,15.01,2.708716646
2018/4/19,GDEA,13.58,2.608598122
2018/4/20,GDEA,14,2.63905733
2018/4/23,GDEA,13.7,2.617395833
2018/4/24,GDEA,13.66,2.614471854
2018/4/25,GDEA,13.59,2.609334228
2018/4/26,GDEA,13.47,2.60046499
2018/4/27,GDEA,13.88,2.630448955
2018/5/2,GDEA,14.11,2.646883766
2018/5/3,GDEA,14.4,2.667228207
2018/5/4,GDEA,15.52,2.742129515
2018/5/7,GDEA,14.34,2.663052835
2018/5/8,GDEA,14.5,2.674148649
2018/5/9,GDEA,14.34,2.663052835
2018/5/10,GDEA,14.73,2.68988623
2018/5/11,GDEA,14.85,2.697999865
2018/5/14,GDEA,14.6,2.681021529
2018/5/15,GDEA,14.6,2.681021529
2018/5/16,GDEA,15.25,2.724579503
2018/5/17,GDEA,15.75,2.756840365
2018/5/18,GDEA,14.72,2.689207113
2018/5/21,GDEA,14.93,2.703372612
2018/5/22,GDEA,14.97,2.706048198
2018/5/23,GDEA,14.97,2.706048198
2018/5/24,GDEA,15.19,2.720637317
2018/5/25,GDEA,14.91,2.702032129
2018/5/28,GDEA,15,2.708050201
2018/5/29,GDEA,15.19,2.720637317
2018/5/30,GDEA,15.25,2.724579503
2018/5/31,GDEA,15.25,2.724579503
2018/6/1,GDEA,15.43,2.736313666
2018/6/4,GDEA,15.51,2.741484977
2018/6/5,GDEA,15.19,2.720637317
2018/6/6,GDEA,15.32,2.729159164
2018/6/7,GDEA,16.35,2.794227897
2018/6/8,GDEA,15.51,2.741484977
2018/6/11,GDEA,14.98,2.706715978
2018/6/12,GDEA,15.13,2.716679528
2018/6/13,GDEA,14.77,2.692598097
2018/6/14,GDEA,15.02,2.709382646
2018/6/15,GDEA,14.88,2.700018029
2018/6/16,GDEA,14.63,2.683074215
2018/6/18,GDEA,14.88,2.700018029
2018/6/19,GDEA,14.52,2.675527009
2018/6/20,GDEA,14.46,2.671386217
2018/6/21,GDEA,14.61,2.681706226
2018/6/25,GDEA,14.35,2.663749942
2018/6/26,GDEA,14.37,2.6651427
2018/6/28,GDEA,14,2.63905733
2018/7/2,GDEA,14.5,2.674148649
2018/7/3,GDEA,14.12,2.647592232
2018/7/5,GDEA,14.44,2.670002133
2018/7/6,GDEA,13,2.564949357
2018/7/10,GDEA,12.09,2.492378665
2018/7/11,GDEA,13.3,2.587764035
2018/7/13,GDEA,14.2,2.653241965
2018/7/16,GDEA,14.93,2.703372612
2018/7/17,GDEA,14.33,2.662355242
2018/7/18,GDEA,13.87,2.629728234
2018/7/19,GDEA,13.8,2.624668592
2018/7/20,GDEA,13.26,2.584751985
2018/7/23,GDEA,13.71,2.618125494
2018/7/24,GDEA,13.2,2.58021683
2018/7/25,GDEA,13,2.564949357
2018/7/27,GDEA,13,2.564949357
2018/7/30,GDEA,13.68,2.615934912
2018/8/2,GDEA,13.51,2.603430152
2018/8/3,GDEA,13.02,2.566486637
2018/8/6,GDEA,13.39,2.59450816
2018/8/7,GDEA,14.49,2.673458756
2018/8/8,GDEA,13.89,2.631169157
2018/8/9,GDEA,13.73,2.61958322
2018/8/10,GDEA,14.93,2.703372612
2018/8/13,GDEA,14.6,2.681021529
2018/8/14,GDEA,13.88,2.630448955
2018/8/15,GDEA,14.14,2.64900766
2018/8/16,GDEA,14.01,2.63977136
2018/8/17,GDEA,14.82,2.69597762
2018/8/20,GDEA,13.88,2.630448955
2018/8/22,GDEA,13.88,2.630448955
2018/8/23,GDEA,12.98,2.563409711
2018/8/24,GDEA,14.8,2.694627181
2018/8/27,GDEA,14.74,2.690564887
2018/8/28,GDEA,13.8,2.624668592
2018/8/29,GDEA,14.37,2.6651427
2018/8/30,GDEA,14.39,2.666533521
2018/8/31,GDEA,13,2.564949357
2018/9/3,GDEA,12,2.48490665
2018/9/5,GDEA,13.2,2.58021683
2018/9/6,GDEA,14.48,2.672768387
2018/9/7,GDEA,13.45,2.598979106
2018/9/10,GDEA,14.6,2.681021529
2018/9/11,GDEA,16,2.772588722
2018/9/14,GDEA,15.7,2.753660712
2018/9/17,GDEA,14.9,2.701361213
2018/9/18,GDEA,14.07,2.644044871
2018/9/20,GDEA,14.6,2.681021529
2018/9/21,GDEA,15.5,2.740840024
2018/9/25,GDEA,14,2.63905733
2018/9/26,GDEA,14.37,2.6651427
2018/9/27,GDEA,13.88,2.630448955
2018/9/28,GDEA,14.59,2.680336363
2018/10/8,GDEA,13.96,2.636196097
2018/10/9,GDEA,15.31,2.72850621
2018/10/10,GDEA,9.8,2.282382386
2018/10/11,GDEA,9.8,2.282382386
2018/10/12,GDEA,10.31,2.333114298
2018/10/16,GDEA,14.51,2.674838067
2018/10/17,GDEA,15.89,2.765689981
2018/10/18,GDEA,16.08,2.777576264
2018/10/19,GDEA,15.25,2.724579503
2018/10/22,GDEA,16.43,2.799108932
2018/10/23,GDEA,16.94,2.829677689
2018/10/24,GDEA,17.18,2.843745917
2018/10/25,GDEA,17.2,2.844909384
2018/10/26,GDEA,18.29,2.906354462
2018/10/29,GDEA,18.09,2.895359299
2018/10/30,GDEA,17.23,2.846652051
2018/10/31,GDEA,17.16,2.842581094
2018/11/1,GDEA,16.7,2.815408719
2018/11/2,GDEA,16.99,2.832624936
2018/11/5,GDEA,17,2.833213344
2018/11/6,GDEA,17,2.833213344
2018/11/7,GDEA,16.87,2.825536897
2018/11/8,GDEA,15.24,2.72392355
2018/11/9,GDEA,16.76,2.818995095
2018/11/12,GDEA,16.11,2.779440197
2018/11/13,GDEA,15.98,2.77133794
2018/11/14,GDEA,16.2,2.785011242
2018/11/15,GDEA,16.23,2.786861382
2018/11/16,GDEA,17.22,2.846071499
2018/11/19,GDEA,17.53,2.863913699
2018/11/20,GDEA,17.53,2.863913699
2018/11/21,GDEA,17.82,2.880321422
2018/11/22,GDEA,17.82,2.880321422
2018/11/23,GDEA,17.23,2.846652051
2018/11/26,GDEA,17.13,2.840831312
2018/11/27,GDEA,16.71,2.816007343
2018/11/28,GDEA,17.5,2.862200881
2018/11/29,GDEA,17.33,2.852439104
2018/11/30,GDEA,16.78,2.820187701
2018/12/3,GDEA,16.73,2.817203515
2018/12/4,GDEA,17.83,2.880882432
2018/12/5,GDEA,17.61,2.868466923
2018/12/6,GDEA,17.46,2.85991255
2018/12/7,GDEA,17.2,2.844909384
2018/12/10,GDEA,17.06,2.836736542
2018/12/11,GDEA,17.46,2.85991255
2018/12/12,GDEA,17.5,2.862200881
2018/12/13,GDEA,17.43,2.85819286
2018/12/14,GDEA,17.43,2.85819286
2018/12/17,GDEA,17.87,2.883123329
2018/12/18,GDEA,17.89,2.884241898
2018/12/19,GDEA,17.94,2.887032857
2018/12/20,GDEA,17.94,2.887032857
2018/12/21,GDEA,17.52,2.863343086
2018/12/24,GDEA,18.04,2.892591515
2018/12/25,GDEA,18.56,2.921008727
2018/12/26,GDEA,17.65,2.870735783
2018/12/27,GDEA,17.66,2.871302195
2018/12/28,GDEA,18.87,2.937573359
2019/1/2,GDEA,17.01,2.833801406
2019/1/3,GDEA,16.52,2.804571768
2019/1/4,GDEA,14.87,2.69934576
2019/1/7,GDEA,16.36,2.794839331
2019/1/8,GDEA,18,2.890371758
2019/1/9,GDEA,18.84,2.935982269
2019/1/10,GDEA,18.85,2.936512914
2019/1/11,GDEA,19.29,2.959586827
2019/1/14,GDEA,18.97,2.942858784
2019/1/15,GDEA,18.9,2.939161922
2019/1/16,GDEA,18.99,2.943912525
2019/1/17,GDEA,18.96,2.942331497
2019/1/18,GDEA,19,2.944438979
2019/1/21,GDEA,19,2.944438979
2019/1/22,GDEA,18.54,2.91993056
2019/1/24,GDEA,18.57,2.921547375
2019/1/25,GDEA,18.54,2.91993056
2019/1/28,GDEA,18.53,2.91939104
2019/1/29,GDEA,18.39,2.911807039
2019/2/1,GDEA,19.16,2.952824773
2019/2/11,GDEA,17.9,2.884800713
2019/2/12,GDEA,17.9,2.884800713
2019/2/13,GDEA,17.9,2.884800713
2019/2/14,GDEA,18.43,2.913979772
2019/2/15,GDEA,19.43,2.966818263
2019/2/18,GDEA,19.43,2.966818263
2019/2/19,GDEA,19.7,2.980618636
2019/2/20,GDEA,19.99,2.995232149
2019/2/21,GDEA,19.5,2.970414466
2019/2/22,GDEA,20.94,3.041661205
2019/2/25,GDEA,20.51,3.020912572
2019/2/26,GDEA,19.95,2.993229143
2019/2/27,GDEA,19.66,2.978586115
2019/2/28,GDEA,19.56,2.973486665
2019/3/1,GDEA,20.25,3.008154794
2019/3/4,GDEA,18.96,2.942331497
2019/3/5,GDEA,19.11,2.950211758
2019/3/6,GDEA,19.12,2.950734908
2019/3/7,GDEA,19.32,2.961140829
2019/3/8,GDEA,19.39,2.964757469
2019/3/11,GDEA,20.11,3.001217204
2019/3/12,GDEA,21.68,3.076390177
2019/3/13,GDEA,21.45,3.065724645
2019/3/14,GDEA,21.52,3.068982735
2019/3/15,GDEA,21.3,3.058707073
2019/3/18,GDEA,21.07,3.047850228
2019/3/19,GDEA,21.34,3.060583246
2019/3/20,GDEA,21.36,3.061520014
2019/3/21,GDEA,21.16,3.052112607
2019/3/22,GDEA,21.44,3.065258336
2019/3/25,GDEA,21.31,3.059176446
2019/3/26,GDEA,21.36,3.061520014
2019/3/27,GDEA,21.34,3.060583246
2019/3/28,GDEA,21.45,3.065724645
2019/3/29,GDEA,21.71,3.077772984
2019/4/1,GDEA,21.74,3.079153882
2019/4/2,GDEA,21.67,3.075928816
2019/4/3,GDEA,21.94,3.088311455
2019/4/4,GDEA,21.83,3.083285171
2019/4/8,GDEA,21.64,3.074543454
2019/4/9,GDEA,21.49,3.067587711
2019/4/10,GDEA,21.78,3.080992118
2019/4/11,GDEA,21.43,3.064791809
2019/4/12,GDEA,21.85,3.084200922
2019/4/15,GDEA,21.7,3.077312261
2019/4/16,GDEA,21.91,3.086943154
2019/4/17,GDEA,22.24,3.101892469
2019/4/18,GDEA,22.36,3.107273648
2019/4/19,GDEA,22.41,3.109507288
2019/4/22,GDEA,22.5,3.113515309
2019/4/23,GDEA,22.46,3.111735949
2019/4/24,GDEA,22.49,3.113070766
2019/4/25,GDEA,22.47,3.112181086
2019/4/26,GDEA,22.48,3.112626025
2019/4/29,GDEA,22.03,3.092405161
2019/4/30,GDEA,21.88,3.085572978
2019/5/6,GDEA,20.24,3.007660844
2019/5/7,GDEA,20.69,3.029650492
2019/5/8,GDEA,21.63,3.07408124
2019/5/9,GDEA,21.78,3.080992118
2019/5/10,GDEA,21.93,3.087855562
2019/5/13,GDEA,22.04,3.092858984
2019/5/14,GDEA,22.25,3.102342009
2019/5/15,GDEA,22.36,3.107273648
2019/5/16,GDEA,22.42,3.109953418
2019/5/17,GDEA,22.66,3.120601256
2019/5/20,GDEA,23.12,3.140698044
2019/5/21,GDEA,22.73,3.123685638
2019/5/22,GDEA,22.85,3.128951117
2019/5/23,GDEA,22.85,3.128951117
2019/5/24,GDEA,23.08,3.138966442
2019/5/27,GDEA,23.23,3.145444547
2019/5/28,GDEA,22.5,3.113515309
2019/5/29,GDEA,22.66,3.120601256
2019/5/30,GDEA,23.05,3.137665769
2019/5/31,GDEA,23.13,3.141130476
2019/6/3,GDEA,23.2,3.144152279
2019/6/4,GDEA,22.81,3.127199036
2019/6/5,GDEA,22.86,3.129388658
2019/6/6,GDEA,22.9,3.131136911
2019/6/10,GDEA,23.03,3.136797714
2019/6/11,GDEA,22.85,3.128951117
2019/6/12,GDEA,23.06,3.138099515
2019/6/13,GDEA,22.91,3.131573496
2019/6/14,GDEA,22.94,3.132882112
2019/6/17,GDEA,23.2,3.144152279
2019/6/18,GDEA,23.36,3.151025158
2019/6/19,GDEA,23.47,3.15572301
2019/6/20,GDEA,23.27,3.147164977
2019/6/21,GDEA,22.58,3.117064559
2019/6/24,GDEA,22.01,3.091496896
2019/6/25,GDEA,22.81,3.127199036
2019/6/26,GDEA,22.57,3.116621591
2019/6/27,GDEA,22.48,3.112626025
2019/6/28,GDEA,23.64,3.162940193
2019/7/1,GDEA,23.19,3.143721151
2019/7/2,GDEA,23.2,3.144152279
2019/7/3,GDEA,22.71,3.122805356
2019/7/4,GDEA,23.43,3.154017253
2019/7/5,GDEA,23.43,3.154017253
2019/7/8,GDEA,23.65,3.163363115
2019/7/9,GDEA,22.62,3.118834471
2019/7/10,GDEA,22.38,3.108167703
2019/7/11,GDEA,22.83,3.128075461
2019/7/12,GDEA,22.71,3.122805356
2019/7/15,GDEA,22.71,3.122805356
2019/7/16,GDEA,22.71,3.122805356
2019/7/17,GDEA,22.96,3.133753571
2019/7/18,GDEA,23,3.135494216
2019/7/19,GDEA,23.56,3.159550359
2019/7/22,GDEA,23.03,3.136797714
2019/7/23,GDEA,22.97,3.134189017
2019/7/24,GDEA,23,3.135494216
2019/7/25,GDEA,23.11,3.140265424
2019/7/26,GDEA,23.1,3.139832618
2019/7/29,GDEA,22.98,3.134624272
2019/7/30,GDEA,23.1,3.139832618
2019/7/31,GDEA,23.01,3.135928904
2019/8/1,GDEA,23.01,3.135928904
2019/8/2,GDEA,23.05,3.137665769
2019/8/5,GDEA,23.06,3.138099515
2019/8/6,GDEA,23.06,3.138099515
2019/8/7,GDEA,23.01,3.135928904
2019/8/8,GDEA,23.09,3.139399623
2019/8/9,GDEA,23.05,3.137665769
2019/8/12,GDEA,23.07,3.138533072
2019/8/13,GDEA,23.12,3.140698044
2019/8/14,GDEA,23.33,3.149740086
2019/8/15,GDEA,23.76,3.168003494
2019/8/16,GDEA,23.14,3.141562722
2019/8/19,GDEA,23.06,3.138099515
2019/8/20,GDEA,23.98,3.17722015
2019/8/21,GDEA,24.22,3.187178738
2019/8/22,GDEA,23.1,3.139832618
2019/8/23,GDEA,23.72,3.166318574
2019/8/26,GDEA,23.03,3.136797714
2019/8/27,GDEA,23.03,3.136797714
2019/8/28,GDEA,24.22,3.187178738
2019/8/29,GDEA,24.9,3.214867803
2019/8/30,GDEA,25.32,3.231594597
2019/9/2,GDEA,26.09,3.261552099
2019/9/3,GDEA,25.71,3.246880021
2019/9/4,GDEA,25.62,3.243373296
2019/9/5,GDEA,25.74,3.248046202
2019/9/6,GDEA,25.96,3.256556892
2019/9/9,GDEA,25.11,3.223266173
2019/9/10,GDEA,26.03,3.259249719
2019/9/11,GDEA,26.03,3.259249719
2019/9/12,GDEA,25.99,3.257711849
2019/9/16,GDEA,25.4,3.234749174
2019/9/17,GDEA,24.25,3.188416617
2019/9/18,GDEA,25.26,3.229222117
2019/9/19,GDEA,25.11,3.223266173
2019/9/20,GDEA,24.64,3.204371139
2019/9/23,GDEA,25.48,3.237893831
2019/9/24,GDEA,25.25,3.228826156
2019/9/25,GDEA,25.95,3.25617161
2019/9/26,GDEA,25.92,3.255014871
2019/9/27,GDEA,25.99,3.257711849
2019/9/30,GDEA,24.5,3.198673118
2019/10/8,GDEA,26.07,3.260785228
2019/10/9,GDEA,26.58,3.280159053
2019/10/10,GDEA,25,3.218875825
2019/10/11,GDEA,25.62,3.243373296
2019/10/14,GDEA,25.71,3.246880021
2019/10/15,GDEA,25.54,3.240245851
2019/10/16,GDEA,25.43,3.235929579
2019/10/17,GDEA,26.07,3.260785228
2019/10/18,GDEA,26.23,3.266903794
2019/10/21,GDEA,26.23,3.266903794
2019/10/22,GDEA,26.15,3.263849191
2019/10/23,GDEA,26.47,3.276012016
2019/10/24,GDEA,26.19,3.265377659
2019/10/25,GDEA,26.46,3.275634159
2019/10/28,GDEA,26.71,3.285038027
2019/10/29,GDEA,26.1,3.261935314
2019/10/30,GDEA,26.02,3.258865473
2019/10/31,GDEA,26.11,3.262318383
2019/11/1,GDEA,26.01,3.258481079
2019/11/4,GDEA,26.36,3.27184771
2019/11/5,GDEA,26.58,3.280159053
2019/11/6,GDEA,26.12,3.262701304
2019/11/7,GDEA,26.7,3.284663565
2019/11/8,GDEA,26.87,3.291010423
2019/11/11,GDEA,26.75,3.286534473
2019/11/12,GDEA,26.66,3.283164315
2019/11/13,GDEA,26.9,3.292126287
2019/11/14,GDEA,26.27,3.268427604
2019/11/15,GDEA,27.02,3.296577333
2019/11/18,GDEA,27.15,3.301377046
2019/11/19,GDEA,27.43,3.311637305
2019/11/20,GDEA,27.4,3.310543013
2019/11/21,GDEA,27.44,3.312001803
2019/11/22,GDEA,27.47,3.3130945
2019/11/25,GDEA,27.16,3.301745303
2019/11/26,GDEA,26.91,3.292497965
2019/11/27,GDEA,27.15,3.301377046
2019/11/28,GDEA,26.95,3.293983297
2019/11/29,GDEA,26.95,3.293983297
2019/12/2,GDEA,26.9,3.292126287
2019/12/16,GDEA,26.13,3.26308408
2019/12/17,GDEA,26.35,3.271468275
2019/12/18,GDEA,26.41,3.273742726
2019/12/19,GDEA,26.35,3.271468275
2019/12/20,GDEA,26.58,3.280159053
2019/12/23,GDEA,27.07,3.298426104
2019/12/24,GDEA,27.19,3.302849259
2019/12/25,GDEA,27.52,3.314913013
2019/12/26,GDEA,27.26,3.305420426
2019/12/27,GDEA,27.34,3.308350831
2019/12/30,GDEA,28.01,3.332561589
2019/12/31,GDEA,27.88,3.327909586
2020/1/2,GDEA,28.03,3.333275365
2020/1/3,GDEA,28.4,3.346389145
2020/1/6,GDEA,28.43,3.347444926
2020/1/7,GDEA,29.23,3.375195579
2020/1/8,GDEA,28.97,3.366260812
2020/1/9,GDEA,28.93,3.364879119
2020/1/10,GDEA,28.99,3.366950943
2020/1/13,GDEA,29.11,3.371081758
2020/1/14,GDEA,30.16,3.406516543
2020/1/15,GDEA,28.36,3.344979702
2020/1/16,GDEA,28.64,3.354804342
2020/1/17,GDEA,28.75,3.358637767
2020/1/20,GDEA,28.83,3.361416512
2020/1/21,GDEA,27.06,3.298056623
2020/1/22,GDEA,26.67,3.283539338
2020/1/23,GDEA,27.15,3.301377046
2020/2/10,GDEA,28.73,3.357941873
2020/2/11,GDEA,28.17,3.338257582
2020/2/12,GDEA,28.52,3.350605596
2020/2/13,GDEA,28.51,3.350254903
2020/2/14,GDEA,29.23,3.375195579
2020/2/17,GDEA,28.56,3.352007137
2020/2/18,GDEA,28.38,3.345684672
2020/2/19,GDEA,27.23,3.304319307
2020/2/20,GDEA,28.47,3.348850901
2020/2/21,GDEA,28.73,3.357941873
2020/2/24,GDEA,28.67,3.35585128
2020/2/25,GDEA,28.67,3.35585128
2020/2/26,GDEA,28.99,3.366950943
2020/2/27,GDEA,29.68,3.390473418
2020/2/28,GDEA,30.22,3.408503957
2020/3/2,GDEA,30.02,3.401863826
2020/3/3,GDEA,30.1,3.404525172
2020/3/4,GDEA,30.84,3.428812549
2020/3/5,GDEA,30.06,3.403195384
2020/3/6,GDEA,30.73,3.425239376
2020/3/9,GDEA,30.36,3.413125953
2020/3/10,GDEA,30.34,3.412466974
2020/3/11,GDEA,30,3.401197382
2020/3/12,GDEA,29.93,3.398861322
2020/3/13,GDEA,29.98,3.400530493
2020/3/16,GDEA,29.92,3.398527153
2020/3/17,GDEA,29.84,3.395849775
2020/3/18,GDEA,30.18,3.407179453
2020/3/19,GDEA,30.18,3.407179453
2020/3/20,GDEA,30.2,3.407841924
2020/3/23,GDEA,30.04,3.402529827
2020/3/24,GDEA,29.8,3.394508394
2020/3/25,GDEA,29.86,3.396519792
2020/3/26,GDEA,29.49,3.384051223
2020/3/27,GDEA,29.69,3.390810289
2020/3/30,GDEA,29.52,3.385068
2020/3/31,GDEA,29.58,3.387098457
2020/4/1,GDEA,29.2,3.374168709
2020/4/2,GDEA,29.41,3.381334753
2020/4/3,GDEA,29.33,3.378610883
2020/4/7,GDEA,29.38,3.380314171
2020/4/8,GDEA,29.45,3.38269391
2020/4/9,GDEA,29.3,3.377587516
2020/4/10,GDEA,29.01,3.367640598
2020/4/13,GDEA,28.86,3.362456553
2020/4/14,GDEA,28.38,3.345684672
2020/4/15,GDEA,28.48,3.349202087
2020/4/16,GDEA,28.66,3.355502422
2020/4/17,GDEA,28.24,3.340739413
2020/4/20,GDEA,27.61,3.318178026
2020/4/21,GDEA,27.88,3.327909586
2020/4/22,GDEA,28.38,3.345684672
2020/4/23,GDEA,28.03,3.333275365
2020/4/24,GDEA,28.22,3.340030946
2020/4/27,GDEA,28.36,3.344979702
2020/4/28,GDEA,27.99,3.331847304
2020/4/29,GDEA,28.14,3.337192052
2020/4/30,GDEA,27.9,3.328626689
2020/5/6,GDEA,28.32,3.343568269
2020/5/7,GDEA,28.21,3.339676525
2020/5/8,GDEA,28.09,3.335413641
2020/5/11,GDEA,28.09,3.335413641
2020/5/12,GDEA,27.83,3.326114576
2020/5/13,GDEA,27.98,3.331489969
2020/5/14,GDEA,28.17,3.338257582
2020/5/15,GDEA,28.44,3.347796605
2020/5/18,GDEA,28.28,3.342154841
2020/5/19,GDEA,28.49,3.349553149
2020/5/20,GDEA,27.75,3.32323584
2020/5/21,GDEA,28.16,3.337902531
2020/5/22,GDEA,27.75,3.32323584
2020/5/25,GDEA,28.67,3.35585128
2020/5/26,GDEA,27.99,3.331847304
2020/5/27,GDEA,28.38,3.345684672
2020/5/28,GDEA,27.85,3.326832966
2020/5/29,GDEA,28.66,3.355502422
2020/6/1,GDEA,28.18,3.338612506
2020/6/2,GDEA,27.22,3.303951997
2020/6/3,GDEA,28.48,3.349202087
2020/6/4,GDEA,28.1,3.335769576
2020/6/5,GDEA,28.44,3.347796605
2020/6/8,GDEA,27.68,3.320710131
2020/6/9,GDEA,27.77,3.323956301
2020/6/10,GDEA,27.75,3.32323584
2020/6/11,GDEA,27.62,3.318540148
2020/6/12,GDEA,27.75,3.32323584
2020/6/15,GDEA,27.72,3.322154174
2020/6/16,GDEA,27.54,3.315639493
2020/6/17,GDEA,27.39,3.310177983
2020/6/18,GDEA,27.47,3.3130945
2020/6/19,GDEA,27.47,3.3130945
2020/6/22,GDEA,27.49,3.313822302
2020/6/23,GDEA,27.33,3.307985
2020/6/24,GDEA,27.33,3.307985
2020/6/29,GDEA,27.32,3.307619035
2020/7/1,GDEA,27.6,3.317815773
2020/7/2,GDEA,27.35,3.308716529
